variableid,label,concept,groupid
B25009_016E,Renter occupied!!6-person household,TENURE BY HOUSEHOLD SIZE,B25009
B25009_001E,Total,TENURE BY HOUSEHOLD SIZE,B25009
B25009_017E,Renter occupied!!7-or-more person household,TENURE BY HOUSEHOLD SIZE,B25009
B25009_008E,Owner occupied!!6-person household,TENURE BY HOUSEHOLD SIZE,B25009
B25009_003E,Owner occupied!!1-person household,TENURE BY HOUSEHOLD SIZE,B25009
B25009_012E,Renter occupied!!2-person household,TENURE BY HOUSEHOLD SIZE,B25009
B25009_006E,Owner occupied!!4-person household,TENURE BY HOUSEHOLD SIZE,B25009
B25009_011E,Renter occupied!!1-person household,TENURE BY HOUSEHOLD SIZE,B25009
B25009_002E,Owner occupied,TENURE BY HOUSEHOLD SIZE,B25009
B25009_013E,Renter occupied!!3-person household,TENURE BY HOUSEHOLD SIZE,B25009
B25009_015E,Renter occupied!!5-person household,TENURE BY HOUSEHOLD SIZE,B25009
B25009_014E,Renter occupied!!4-person household,TENURE BY HOUSEHOLD SIZE,B25009
B25009_010E,Renter occupied,TENURE BY HOUSEHOLD SIZE,B25009
B25009_007E,Owner occupied!!5-person household,TENURE BY HOUSEHOLD SIZE,B25009
B25009_004E,Owner occupied!!2-person household,TENURE BY HOUSEHOLD SIZE,B25009
B25010_003E,Average household size --!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE,B25010
B25010_001E,Average household size --!!Total,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE,B25010
B25010_002E,Average household size --!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE,B25010
B25024_005E,3 or 4,UNITS IN STRUCTURE,B25024
B25024_009E,50 or more,UNITS IN STRUCTURE,B25024
B25024_004E,2,UNITS IN STRUCTURE,B25024
B25024_006E,5 to 9,UNITS IN STRUCTURE,B25024
B25024_007E,10 to 19,UNITS IN STRUCTURE,B25024
B25024_003E,"1, attached",UNITS IN STRUCTURE,B25024
B25024_002E,"1, detached",UNITS IN STRUCTURE,B25024
B25024_008E,20 to 49,UNITS IN STRUCTURE,B25024
B25024_011E,"Boat, RV, van, etc.",UNITS IN STRUCTURE,B25024
B25024_010E,Mobile home,UNITS IN STRUCTURE,B25024
B25024_001E,Total,UNITS IN STRUCTURE,B25024
B25034_009E,Built 1950 to 1959,YEAR STRUCTURE BUILT,B25034
B25034_004E,Built 2000 to 2009,YEAR STRUCTURE BUILT,B25034
B25034_007E,Built 1970 to 1979,YEAR STRUCTURE BUILT,B25034
B25034_001E,Total,YEAR STRUCTURE BUILT,B25034
B25034_005E,Built 1990 to 1999,YEAR STRUCTURE BUILT,B25034
B25034_011E,Built 1939 or earlier,YEAR STRUCTURE BUILT,B25034
B25034_008E,Built 1960 to 1969,YEAR STRUCTURE BUILT,B25034
B25034_006E,Built 1980 to 1989,YEAR STRUCTURE BUILT,B25034
B25034_003E,Built 2010 to 2013,YEAR STRUCTURE BUILT,B25034
B25034_010E,Built 1940 to 1949,YEAR STRUCTURE BUILT,B25034
B25034_002E,Built 2014 or later,YEAR STRUCTURE BUILT,B25034
B25035_001E,Median year structure built,MEDIAN YEAR STRUCTURE BUILT,B25035
B25041_006E,4 bedrooms,BEDROOMS,B25041
B25041_003E,1 bedroom,BEDROOMS,B25041
B25041_002E,No bedroom,BEDROOMS,B25041
B25041_007E,5 or more bedrooms,BEDROOMS,B25041
B25041_004E,2 bedrooms,BEDROOMS,B25041
B25041_001E,Total,BEDROOMS,B25041
B25041_005E,3 bedrooms,BEDROOMS,B25041
B25056_019E,With cash rent!!$900 to $999,CONTRACT RENT,B25056
B25056_024E,"With cash rent!!$2,500 to $2,999",CONTRACT RENT,B25056
B25056_015E,With cash rent!!$650 to $699,CONTRACT RENT,B25056
B25056_022E,"With cash rent!!$1,500 to $1,999",CONTRACT RENT,B25056
B25056_021E,"With cash rent!!$1,250 to $1,499",CONTRACT RENT,B25056
B25056_016E,With cash rent!!$700 to $749,CONTRACT RENT,B25056
B25056_013E,With cash rent!!$550 to $599,CONTRACT RENT,B25056
B25056_010E,With cash rent!!$400 to $449,CONTRACT RENT,B25056
B25056_009E,With cash rent!!$350 to $399,CONTRACT RENT,B25056
B25056_012E,With cash rent!!$500 to $549,CONTRACT RENT,B25056
B25056_025E,"With cash rent!!$3,000 to $3,499",CONTRACT RENT,B25056
B25056_017E,With cash rent!!$750 to $799,CONTRACT RENT,B25056
B25056_011E,With cash rent!!$450 to $499,CONTRACT RENT,B25056
B25056_014E,With cash rent!!$600 to $649,CONTRACT RENT,B25056
B25056_026E,"With cash rent!!$3,500 or more",CONTRACT RENT,B25056
B25056_023E,"With cash rent!!$2,000 to $2,499",CONTRACT RENT,B25056
B25056_020E,"With cash rent!!$1,000 to $1,249",CONTRACT RENT,B25056
B25056_027E,No cash rent,CONTRACT RENT,B25056
B25056_005E,With cash rent!!$150 to $199,CONTRACT RENT,B25056
B25056_007E,With cash rent!!$250 to $299,CONTRACT RENT,B25056
B25056_002E,With cash rent,CONTRACT RENT,B25056
B25056_001E,Total,CONTRACT RENT,B25056
B25056_003E,With cash rent!!Less than $100,CONTRACT RENT,B25056
B25056_006E,With cash rent!!$200 to $249,CONTRACT RENT,B25056
B25056_008E,With cash rent!!$300 to $349,CONTRACT RENT,B25056
B25056_004E,With cash rent!!$100 to $149,CONTRACT RENT,B25056
B25056_018E,With cash rent!!$800 to $899,CONTRACT RENT,B25056
B25064_001E,Median gross rent,MEDIAN GROSS RENT (DOLLARS),B25064
B25066_001E,Aggregate gross rent,AGGREGATE GROSS RENT (DOLLARS) BY UNITS IN STRUCTURE,B25066
B25066_002E,"Aggregate gross rent!!1, detached or attached",AGGREGATE GROSS RENT (DOLLARS) BY UNITS IN STRUCTURE,B25066
B25066_007E,Aggregate gross rent!!Mobile home,AGGREGATE GROSS RENT (DOLLARS) BY UNITS IN STRUCTURE,B25066
B25066_005E,Aggregate gross rent!!20 to 49,AGGREGATE GROSS RENT (DOLLARS) BY UNITS IN STRUCTURE,B25066
B25066_006E,Aggregate gross rent!!50 or more,AGGREGATE GROSS RENT (DOLLARS) BY UNITS IN STRUCTURE,B25066
B25066_003E,Aggregate gross rent!!2 to 4,AGGREGATE GROSS RENT (DOLLARS) BY UNITS IN STRUCTURE,B25066
B25066_004E,Aggregate gross rent!!5 to 19,AGGREGATE GROSS RENT (DOLLARS) BY UNITS IN STRUCTURE,B25066
B25066_008E,"Aggregate gross rent!!Boat, RV, van, etc.",AGGREGATE GROSS RENT (DOLLARS) BY UNITS IN STRUCTURE,B25066
B25069_003E,No extra payment for any utilities,INCLUSION OF UTILITIES IN RENT,B25069
B25069_001E,Total,INCLUSION OF UTILITIES IN RENT,B25069
B25069_002E,Pay extra for one or more utilities,INCLUSION OF UTILITIES IN RENT,B25069
B25070_004E,15.0 to 19.9 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,B25070
B25070_010E,50.0 percent or more,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,B25070
B25070_003E,10.0 to 14.9 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,B25070
B25070_006E,25.0 to 29.9 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,B25070
B25070_011E,Not computed,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,B25070
B25070_008E,35.0 to 39.9 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,B25070
B25070_002E,Less than 10.0 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,B25070
B25070_007E,30.0 to 34.9 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,B25070
B25070_009E,40.0 to 49.9 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,B25070
B25070_005E,20.0 to 24.9 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,B25070
B25070_001E,Total,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,B25070
B25075_011E,"$60,000 to $69,999",VALUE,B25075
B25075_014E,"$90,000 to $99,999",VALUE,B25075
B25075_017E,"$150,000 to $174,999",VALUE,B25075
B25075_023E,"$500,000 to $749,999",VALUE,B25075
B25075_009E,"$40,000 to $49,999",VALUE,B25075
B25075_004E,"$15,000 to $19,999",VALUE,B25075
B25075_026E,"$1,500,000 to $1,999,999",VALUE,B25075
B25075_010E,"$50,000 to $59,999",VALUE,B25075
B25075_003E,"$10,000 to $14,999",VALUE,B25075
B25075_002E,"Less than $10,000",VALUE,B25075
B25075_021E,"$300,000 to $399,999",VALUE,B25075
B25075_027E,"$2,000,000 or more",VALUE,B25075
B25075_008E,"$35,000 to $39,999",VALUE,B25075
B25075_018E,"$175,000 to $199,999",VALUE,B25075
B25075_025E,"$1,000,000 to $1,499,999",VALUE,B25075
B25075_022E,"$400,000 to $499,999",VALUE,B25075
B25075_015E,"$100,000 to $124,999",VALUE,B25075
B25075_005E,"$20,000 to $24,999",VALUE,B25075
B25075_012E,"$70,000 to $79,999",VALUE,B25075
B25075_007E,"$30,000 to $34,999",VALUE,B25075
B25075_020E,"$250,000 to $299,999",VALUE,B25075
B25075_001E,Total,VALUE,B25075
B25075_019E,"$200,000 to $249,999",VALUE,B25075
B25075_024E,"$750,000 to $999,999",VALUE,B25075
B25075_016E,"$125,000 to $149,999",VALUE,B25075
B25075_006E,"$25,000 to $29,999",VALUE,B25075
B25075_013E,"$80,000 to $89,999",VALUE,B25075
B25118_002E,Owner occupied,TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_020E,"Renter occupied!!$25,000 to $34,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_003E,"Owner occupied!!Less than $5,000",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_016E,"Renter occupied!!$5,000 to $9,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_015E,"Renter occupied!!Less than $5,000",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_025E,"Renter occupied!!$150,000 or more",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_019E,"Renter occupied!!$20,000 to $24,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_021E,"Renter occupied!!$35,000 to $49,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_024E,"Renter occupied!!$100,000 to $149,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_006E,"Owner occupied!!$15,000 to $19,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_009E,"Owner occupied!!$35,000 to $49,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_017E,"Renter occupied!!$10,000 to $14,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_023E,"Renter occupied!!$75,000 to $99,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_008E,"Owner occupied!!$25,000 to $34,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_005E,"Owner occupied!!$10,000 to $14,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_014E,Renter occupied,TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_007E,"Owner occupied!!$20,000 to $24,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_013E,"Owner occupied!!$150,000 or more",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_018E,"Renter occupied!!$15,000 to $19,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_004E,"Owner occupied!!$5,000 to $9,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_001E,Total,TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_011E,"Owner occupied!!$75,000 to $99,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_012E,"Owner occupied!!$100,000 to $149,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_022E,"Renter occupied!!$50,000 to $74,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25118_010E,"Owner occupied!!$50,000 to $74,999",TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B25118
B25119_002E,Median household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!Owner occupied (dollars),MEDIAN HOUSEHOLD INCOME THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY TENURE,B25119
B25119_001E,Median household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total,MEDIAN HOUSEHOLD INCOME THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY TENURE,B25119
B25119_003E,Median household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!Renter occupied (dollars),MEDIAN HOUSEHOLD INCOME THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY TENURE,B25119
B98011_001E,Total,HOUSING UNIT COVERAGE RATE,B98011
C02003_014E,Population of two or more races!!Population of two races!!White; American Indian and Alaska Native,DETAILED RACE,C02003
C02003_005E,Population of one race!!American Indian and Alaska Native,DETAILED RACE,C02003
C02003_006E,Population of one race!!Asian,DETAILED RACE,C02003
C02003_008E,Population of one race!!Some other race,DETAILED RACE,C02003
C02003_018E,Population of two or more races!!Population of three races,DETAILED RACE,C02003
C02003_010E,Population of two or more races!!Two races including Some other race,DETAILED RACE,C02003
C02003_004E,Population of one race!!Black or African American,DETAILED RACE,C02003
C02003_007E,Population of one race!!Native Hawaiian and Other Pacific Islander,DETAILED RACE,C02003
C02003_016E,Population of two or more races!!Population of two races!!Black or African American; American Indian and Alaska Native,DETAILED RACE,C02003
C02003_012E,Population of two or more races!!Population of two races,DETAILED RACE,C02003
C02003_002E,Population of one race,DETAILED RACE,C02003
C02003_001E,Total,DETAILED RACE,C02003
C02003_011E,"Population of two or more races!!Two races excluding Some other race, and three or more races",DETAILED RACE,C02003
C02003_013E,Population of two or more races!!Population of two races!!White; Black or African American,DETAILED RACE,C02003
C02003_003E,Population of one race!!White,DETAILED RACE,C02003
C02003_017E,Population of two or more races!!Population of two races!!All other two race combinations,DETAILED RACE,C02003
C02003_019E,Population of two or more races!!Population of four or more races,DETAILED RACE,C02003
C02003_009E,Population of two or more races,DETAILED RACE,C02003
C02003_015E,Population of two or more races!!Population of two races!!White; Asian,DETAILED RACE,C02003
C15010_006E,"Arts, Humanities and Other",FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER,C15010
C15010_002E,Science and Engineering,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER,C15010
C15010_003E,Science and Engineering Related Fields,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER,C15010
C15010_005E,Education,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER,C15010
C15010_001E,Total,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER,C15010
C15010_004E,Business,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER,C15010
C24060_034E,Self-employed in own not incorporated business workers and unpaid family workers!!Sales and office occupations,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_012E,"Employee of private company workers!!Production, transportation, and material moving occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_018E,"Self-employed in own incorporated business workers!!Production, transportation, and material moving occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_035E,"Self-employed in own not incorporated business workers and unpaid family workers!!Natural resources, construction, and maintenance occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_031E,Self-employed in own not incorporated business workers and unpaid family workers,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_010E,Employee of private company workers!!Sales and office occupations,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_007E,Employee of private company workers,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_027E,"Local, state, and federal government workers!!Service occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_013E,Self-employed in own incorporated business workers,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_019E,Private not-for-profit wage and salary workers,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_024E,"Private not-for-profit wage and salary workers!!Production, transportation, and material moving occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_014E,"Self-employed in own incorporated business workers!!Management, business, science, and arts occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_004E,Sales and office occupations,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_030E,"Local, state, and federal government workers!!Production, transportation, and material moving occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_020E,"Private not-for-profit wage and salary workers!!Management, business, science, and arts occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_005E,"Natural resources, construction, and maintenance occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_016E,Self-employed in own incorporated business workers!!Sales and office occupations,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_033E,Self-employed in own not incorporated business workers and unpaid family workers!!Service occupations,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_023E,"Private not-for-profit wage and salary workers!!Natural resources, construction, and maintenance occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_028E,"Local, state, and federal government workers!!Sales and office occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_011E,"Employee of private company workers!!Natural resources, construction, and maintenance occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_001E,Total,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_017E,"Self-employed in own incorporated business workers!!Natural resources, construction, and maintenance occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_015E,Self-employed in own incorporated business workers!!Service occupations,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_025E,"Local, state, and federal government workers",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_021E,Private not-for-profit wage and salary workers!!Service occupations,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_006E,"Production, transportation, and material moving occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_036E,"Self-employed in own not incorporated business workers and unpaid family workers!!Production, transportation, and material moving occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_029E,"Local, state, and federal government workers!!Natural resources, construction, and maintenance occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_032E,"Self-employed in own not incorporated business workers and unpaid family workers!!Management, business, science, and arts occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_022E,Private not-for-profit wage and salary workers!!Sales and office occupations,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_026E,"Local, state, and federal government workers!!Management, business, science, and arts occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_008E,"Employee of private company workers!!Management, business, science, and arts occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_002E,"Management, business, science, and arts occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_003E,Service occupations,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24060_009E,Employee of private company workers!!Service occupations,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24060
C24070_084E,Self-employed in own not incorporated business workers and unpaid family workers!!Public administration,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_021E,"Employee of private company workers!!Transportation and warehousing, and utilities",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_051E,"Private not-for-profit wage and salary workers!!Finance and insurance, and real estate, and rental and leasing",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_062E,"Local, state, and federal government workers!!Retail trade",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_058E,"Local, state, and federal government workers!!Agriculture, forestry, fishing and hunting, and mining",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_034E,Self-employed in own incorporated business workers!!Retail trade,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_024E,"Employee of private company workers!!Professional, scientific, and management, and administrative, and waste management services",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_035E,"Self-employed in own incorporated business workers!!Transportation and warehousing, and utilities",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_010E,"Professional, scientific, and management, and administrative, and waste management services",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_043E,Private not-for-profit wage and salary workers,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_042E,Self-employed in own incorporated business workers!!Public administration,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_032E,Self-employed in own incorporated business workers!!Manufacturing,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_030E,"Self-employed in own incorporated business workers!!Agriculture, forestry, fishing and hunting, and mining",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_028E,Employee of private company workers!!Public administration,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_009E,"Finance and insurance, and real estate, and rental and leasing",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_083E,"Self-employed in own not incorporated business workers and unpaid family workers!!Other services, except public administration",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_045E,Private not-for-profit wage and salary workers!!Construction,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_008E,Information,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_003E,Construction,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_063E,"Local, state, and federal government workers!!Transportation and warehousing, and utilities",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
